University Name,Path,Region,Country,City,logo,Overall Score,Overall Rank,stars,dagger,redact,Faculty Staff with PhD Rank,International Research Network Rank,Papers per Faculty Rank,Citations per Paper Rank,International Faculty Ratio Rank,International Students Ratio Rank,Academic Reputation Rank,Web Impact Rank,Faculty Student Ratio Rank,Employer Reputation Rank,Faculty Staff with PhD Score,International Research Network Score,Papers per Faculty Score,Citations per Paper Score,International Faculty Ratio Score,International Students Ratio Score,Academic Reputation Score,Web Impact Score,Faculty Student Ratio Score,Employer Reputation Score
University of Tlemcen,/universities/university-tlemcen,Africa,Algeria,Tlemcen,https://www.topuniversities.com/sites/default/files/university-of-tlemcen_592560cf2aeae70239af5448_small.jpg,n/a,148,,False,False,12,98,100,101+,101+,101+,51+,78,101+,51+,98.2,16.4,17.1,2.9,1.2,3.2,8.2,28,2.4,5.3
Université Antonine,/universities/universite-antonine,Asia,Lebanon,Ablah,https://www.topuniversities.com/sites/default/files/universit-antonine_592560e39988f300e23213e8_small.jpg,n/a,149,,False,False,101+,101+,101+,101+,72,84,51+,101+,72,51+,1,1.1,3.5,8.9,21,11.1,5.9,5,32.7,17.8
Ibn Tofail University,/universities/ibn-tofail-university,Africa,Morocco,Kenitra,https://www.topuniversities.com/sites/default/files/ibn-tofail-university_592560e49988f300e2321726_small.jpg,n/a,150,,False,False,5,89,22,101+,n/a,101+,51+,101+,101+,51+,100,21.4,70.8,4.7,n/a,6.6,3.6,15.8,1,4.2
Université de Jendouba,/universities/universite-de-jendouba,Africa,Tunisia,Jendouba,https://www.topuniversities.com/sites/default/files/Jendouba_logo.jpg,n/a,151,,False,False,n/a,101+,101+,31,n/a,n/a,51+,101+,45,n/a,n/a,3.6,3.3,66.7,n/a,n/a,2.3,4.9,52.7,n/a
American University of Science and Technology,/universities/american-university-science-technology,Asia,Lebanon,Beirut,https://www.topuniversities.com/sites/default/files/american-university-of-science-and-technology_592560cf2aeae70239af4ee3_small.jpg,n/a,152,,False,False,101+,101+,101+,101+,82,30,51+,101+,101+,51+,1,1.1,6.1,18,16.5,46.5,10.9,6.5,3.9,15.1
Aswan University,/universities/aswan-university,Africa,Egypt,Aswan,https://www.topuniversities.com/sites/default/files/aswan-university_592560e29988f300e2321213_small.jpg,n/a,153,,False,False,101+,64,74,99,101+,101+,51+,101+,101+,51+,1.6,35,24.1,20.5,1.2,2.2,11.6,16.4,3.6,1.7
Damietta University,/universities/damietta-university,Africa,Egypt,New Damietta,https://www.topuniversities.com/sites/default/files/damietta-university_592560e29988f300e2321239_small.jpg,n/a,154,,False,False,65,100,101+,56,101+,101+,51+,101+,101+,51+,44.6,16.1,7.7,40.7,1,1.8,6.5,19,5.5,1.9
"Isra University, Amman - Jordan",/universities/al-isra-university-amman,Asia,Jordan,Amman,https://www.topuniversities.com/sites/default/files/isra-university-amman-jordan_592560e49988f300e232183e_small.jpg,n/a,155,,False,False,36,101+,71,101+,85,25,51+,101+,101+,51+,74.9,8.8,25.7,6.2,14,56.9,5.4,8.2,3.3,3.3
Shaqra University,/universities/shaqra-university,Asia,Saudi Arabia,Shaqra,https://www.topuniversities.com/sites/default/files/shaqra-university_592560e39988f300e2321464_large-48x48.jpg,n/a,156,,False,False,101+,83,101+,101+,52,101+,51+,101+,101+,51+,7.9,24.7,7.7,19,51.2,3,4.2,19.2,18.3,1.4
Sohag University,/universities/sohag-university,Africa,Egypt,Sohag,https://www.topuniversities.com/sites/default/files/sohag-university_592560cf2aeae70239af56af_small.jpg,n/a,157,,False,False,101+,82,101+,48,101+,101+,51+,101+,101+,51+,1,24.8,13.5,46.1,1.4,1.3,7.4,15.9,2.3,2.4
Tafila Technical University,/universities/tafila-technical-university,Asia,Jordan,Tafilah,https://www.topuniversities.com/sites/default/files/tafila-technical-university_24028_small.jpg,n/a,158,3,False,False,52,101+,68,101+,101+,101+,51+,101+,101+,51+,62,12.7,26.9,6.8,1.2,2.5,6.8,9.5,6,6.7
Tikrit University,/universities/tikrit-university,Asia,Iraq,Tikrit,https://www.topuniversities.com/sites/default/files/tikrit-university_592560e09988f300e2320aee_small.jpg,n/a,159,,False,False,101+,101+,101+,101+,101+,101+,51+,101+,61,51+,1,6,7.1,1.7,1.1,1,3.9,18.7,39.3,2.4
University of Benghazi,/universities/university-benghazi,Africa,Libya,Benghazi,https://www.topuniversities.com/sites/default/files/university-of-benghazi_592560e09988f300e2320c87_small.jpg,n/a,160,,False,False,101+,101+,101+,101+,89,101+,51+,52,101+,51+,1,15,1.6,10.9,13.2,5.2,5.4,41,8.9,12.5
University of Diyala,/universities/university-diyala,Asia,Iraq,Baqubah,https://www.topuniversities.com/sites/default/files/university-of-diyala_592560cf2aeae70239af59fe_small.jpg,n/a,161,,False,False,101+,101+,101+,101+,101+,n/a,51+,20,101+,51+,1.1,8.9,10.6,7.3,1.2,n/a,3.2,86.9,8.9,3.2
University of Duhok,/universities/university-duhok,Asia,Iraq,Duhok,https://www.topuniversities.com/sites/default/files/university-of-duhok_2515_small.jpg,n/a,162,,False,False,101+,101+,101+,101+,101+,101+,51+,101+,73,51+,1,3.1,3.1,4.4,2,2.2,5,14.3,32.5,9.3
Gharyan University,/universities/gharyan-university,Africa,Libya,Nalut,https://www.topuniversities.com/sites/default/files/231012115547am613498Al-Jabal-Al-Gharbi-University-48x48.jpg,n/a,163,,False,False,n/a,n/a,n/a,n/a,n/a,n/a,51+,101+,37,51+,n/a,n/a,n/a,n/a,n/a,n/a,1.5,4.2,62.4,1
University of Kerbala,/universities/university-kerbala,Asia,Iraq,Karbala,https://www.topuniversities.com/sites/default/files/university-of-kerbala_592560cf2aeae70239af59d3_small.jpg,n/a,164,3,False,False,101+,101+,101+,101+,101+,101+,51+,101+,101+,51+,7.9,4,15.1,1.1,1.5,1.1,8.6,16.3,12.8,11.3
University of Tripoli,/universities/university-tripoli,Africa,Libya,Tripoli,https://www.topuniversities.com/sites/default/files/211007112307am965605tripoli-48x48.jpg,n/a,165,,False,False,101+,101+,101+,101+,101+,101+,51+,101+,101+,51+,2,15.7,2.1,8.8,1.9,5.5,9.1,12.5,2.9,19.8
University of Zawia,/universities/university-zawia,Africa,Libya,Zawia,https://www.topuniversities.com/sites/default/files/zawia_university_logo.jpg,n/a,166,,False,False,n/a,101+,101+,101+,n/a,n/a,51+,101+,33,51+,n/a,1.7,1,2.9,n/a,n/a,1.9,7.6,65.9,2.5
University Djillali liabes of Sidi Bel Abbes,/universities/university-djillali-liabes-sidi-bel-abbes,Africa,Algeria,Sidi bel Abbes,https://www.topuniversities.com/sites/default/files/university-djillali-liabes-of-sidi-bel-abbes_592560e29988f300e23212a7_small.jpg,n/a,167,,False,False,101+,99,101+,34,n/a,101+,51+,101+,101+,51+,1.3,16.4,15.4,63.5,n/a,4.1,2.8,16.2,10,1.6
Université Constantine 1,/universities/universite-constantine-1,Africa,Algeria,Constantine,https://www.topuniversities.com/sites/default/files/universit-constantine-1_592560cf2aeae70239af583d_small.jpg,n/a,168,,False,False,n/a,80,101+,101+,n/a,n/a,51+,55,101+,51+,n/a,25.7,16.2,5.7,n/a,n/a,6.5,39.6,1.7,6.2
Universit Sultan Moulay Slimane,/universities/universit-sultan-moulay-slimane,Africa,Morocco,Beni Mellal,https://www.topuniversities.com/sites/default/files/220117014935pm877923logo-usms-48x48.jpg,n/a,169,,False,False,2,101+,43,101+,n/a,101+,51+,101+,101+,n/a,100,4.9,42.8,2.6,n/a,2,2,13.3,1.1,n/a
Université des Sciences et de la Technologie Houari Boumediene,/universities/universite-des-sciences-et-de-la-technologie-houari-boumediene,Africa,Algeria,Bab Ezzouar,https://www.topuniversities.com/sites/default/files/universit-des-sciences-et-de-la-technologie-houari-boumediene_592560e09988f300e2320cd7_small.jpg,n/a,170,,False,False,101+,66,62,101+,101+,101+,51+,82,101+,51+,1.2,33.1,31.4,4.1,1,1.3,7.9,25.8,7.8,6.2
Université des Sciences et de la Technologie d'Oran Mohamed Boudiaf,/universities/universite-des-sciences-et-de-la-technologie-doran-mohamed-boudiaf,Africa,Algeria,Oran,https://www.topuniversities.com/sites/default/files/universit-des-sciences-et-de-la-technologie-doran-mohamed-boudiaf_592560e29988f300e232128a_small.jpg,n/a,171,,False,False,n/a,101+,101+,101+,n/a,n/a,51+,101+,47,51+,n/a,7.9,11.3,4,n/a,n/a,2.9,13.5,51.2,1.6
Zarqa University (ZU),/universities/zarqa-university-zu,Asia,Jordan,Zarqa,https://www.topuniversities.com/sites/default/files/zarqa-university-zu_592560e39988f300e2321376_small.jpg,n/a,172,,False,False,86,101+,101+,101+,101+,16,51+,101+,101+,51+,22,2.2,12.7,3.3,3.8,81.1,8.2,12.7,13.9,5
A'Sharqiyah University,/universities/asharqiyah-university,Asia,Oman,Ibra,https://www.topuniversities.com/sites/default/files/A%27Sharqiyah%20University%20Logo.jpg,n/a,173,,False,False,101+,101+,101+,98,57,101+,51+,101+,101+,51+,6.5,4.8,15.6,20.8,45.9,1.8,7.3,6.2,3.4,6.5
Al Azhar University-Gaza,/universities/al-azhar-university-gaza,Asia,Palestinian Territories,Gaza,https://www.topuniversities.com/sites/default/files/al-azhar-university-gaza_592560cf2aeae70239af5a15_small.jpg,n/a,174,,False,False,97,101+,101+,73,101+,101+,51+,101+,101+,51+,15.5,8.9,8.7,30.8,6,3.6,8.7,14.9,1.4,2
Al-Yamamah University,/universities/al-yamamah-university,Asia,Saudi Arabia,Riyadh,https://www.topuniversities.com/sites/default/files/al-yamamah-university_592560cf2aeae70239af52e4_small.jpg,n/a,175,,False,False,n/a,101+,70,4,n/a,n/a,51+,101+,101+,51+,n/a,1.6,25.7,98.8,n/a,n/a,3,6.1,2.7,3.2
Bethlehem University,/universities/bethlehem-university,Asia,Palestinian Territories,Bethlehem,https://www.topuniversities.com/sites/default/files/bethlehem-university_592560cf2aeae70239af546a_small.jpg,n/a,176,,False,False,101+,101+,101+,n/a,88,101+,51+,87,101+,51+,1,1.4,3.6,n/a,13.5,1.3,8.9,24.3,8.8,8.8
Delta University for Science and Technology,/universities/delta-university-science-technology,False,False,False,https://www.topuniversities.com/sites/default/files/220706015024pm449327PHOTO-2020-04-22-13-24-36-edited-edited-edited-edited-48x48.jpg,n/a,177,4,False,False,101+,101+,101+,101+,101+,101+,51+,101+,92,51+,1.1,1.7,10.8,15.4,1.5,3.1,7.1,8.7,22,2.9
Hebron University,/universities/hebron-university,Asia,Palestinian Territories,Hebron,https://www.topuniversities.com/sites/default/files/hebron-university_592560cf2aeae70239af5a16_small.jpg,n/a,178,,False,False,n/a,101+,101+,n/a,n/a,n/a,51+,53,101+,51+,n/a,1.1,1.5,n/a,n/a,n/a,5.7,40.1,8.4,10.1
Jadara University,/universities/jadara-university,Asia,Jordan,Irbid,https://www.topuniversities.com/sites/default/files/Jadara_University_Logo.jpg,n/a,179,,False,False,n/a,101+,101+,88,n/a,29,51+,101+,101+,51+,n/a,1.3,8.9,23.9,n/a,46.7,4.1,7.1,17.8,3.9
Kassala University,/universities/kassala-university,Africa,Sudan,Kassala,https://www.topuniversities.com/sites/default/files/Kassala%20University%20Logo.jpg,n/a,180,,False,False,n/a,101+,101+,n/a,n/a,n/a,51+,101+,67,n/a,n/a,1.6,1.2,n/a,n/a,n/a,1.7,4,35.8,n/a
MISR University for Science & Technology,/universities/misr-university-science-technology,Africa,Egypt,6th of October City,https://www.topuniversities.com/sites/default/files/misr-university-for-science-technology_592560e29988f300e2321293_small.jpg,n/a,181,,False,False,101+,101+,101+,50,101+,93,51+,101+,101+,51+,1,1.9,4,43.8,1.2,9.2,5.2,20.6,12.6,5.7
Misr International University,/universities/misr-international-university,Africa,Egypt,Cairo,https://www.topuniversities.com/sites/default/files/misr-international-university_592560cf2aeae70239af4f40_small.jpg,n/a,182,,False,False,n/a,101+,101+,84,n/a,n/a,51+,101+,101+,51+,n/a,1.9,8.1,26.5,n/a,n/a,10.3,11.5,3.7,12.5
Nahda University,/universities/nahda-university,Africa,Egypt,New Beni Suef,https://www.topuniversities.com/sites/default/files/230112022715pm830208NUB3-001-48x48.jpg,n/a,183,4,False,False,n/a,101+,101+,79,n/a,n/a,51+,101+,68,n/a,n/a,1.3,6.5,28.5,n/a,n/a,2,7.7,35.1,n/a
October 6 University ( O6U ),/universities/october-6-university,Africa,Egypt,6th of October City,https://www.topuniversities.com/sites/default/files/october-6-university_592560cf2aeae70239af4f42_small.jpg,n/a,184,4,False,False,101+,101+,101+,101+,101+,101+,51+,101+,101+,51+,1,2.3,2.8,7.3,2,6.9,10.6,11.6,5.1,8.8
Palestine Polytechnic University,/universities/palestine-polytechnic-university,Asia,Palestinian Territories,Hebron,https://www.topuniversities.com/sites/default/files/palestine-polytechnic-university_592560e49988f300e232179e_small.jpg,n/a,185,3,False,False,101+,101+,101+,101+,101+,101+,51+,101+,101+,51+,1,1.7,5.7,3.3,5.7,5.2,7.5,15.7,13.8,12.6
Pharos University in Alexandria,/universities/pharos-university-alexandria,Africa,Egypt,Alexandria,https://www.topuniversities.com/sites/default/files/pharos-university-in-alexandria_592560e29988f300e23212ab_small.jpg,n/a,186,,False,False,101+,101+,101+,81,101+,101+,51+,101+,101+,51+,1,2.3,8.4,27.9,1.7,2.6,6,18.9,6.9,3.7
Port Said University,/universities/port-said-university,Africa,Egypt,Port Said,https://www.topuniversities.com/sites/default/files/port-said-university_592560e29988f300e23212ad_small.jpg,n/a,187,,False,False,101+,86,101+,95,101+,101+,51+,101+,101+,51+,1.3,22.3,15,21.7,1.1,2.3,8.2,14.2,5.4,4.1
Rafik Hariri University,/universities/rafik-hariri-university,Asia,Lebanon,Damour,https://www.topuniversities.com/sites/default/files/rafik-hariri-university_24067_small.jpg,n/a,188,,False,False,101+,101+,75,n/a,79,46,51+,101+,101+,51+,11,1,23.1,n/a,16.6,33.3,5.5,4.7,3.4,4.4
Suez University,/universities/suez-university,Africa,Egypt,Suez,https://www.topuniversities.com/sites/default/files/suez-university_5a66b968ca24f343f17847bd_small.jpg,n/a,189,,False,False,101+,96,98,41,n/a,101+,51+,101+,101+,51+,1,17.3,17.3,53.7,n/a,5,2.6,4.7,8.2,2.8
The University of Kurdistan Hewlêr,/universities/university-kurdistan-hewler,Asia,Iraq,Erbil,https://www.topuniversities.com/sites/default/files/231012114203am998110download-48x48.jpg,n/a,190,,False,False,n/a,101+,101+,18,n/a,101+,51+,101+,101+,51+,n/a,5.7,4.6,82.9,n/a,4.4,3.2,8.6,6.1,3.9
University of Manouba,/universities/university-manouba,Africa,Tunisia,Manouba,https://www.topuniversities.com/sites/default/files/231210084806am236438th-48x48.jpg,n/a,191,,False,False,n/a,97,95,101+,101+,101+,51+,101+,98,51+,n/a,16.5,17.6,16.1,1.7,4.8,6.1,5.8,20.4,1.2
University of Aden,/universities/university-aden,Asia,Yemen,Aden,https://www.topuniversities.com/sites/default/files/Aden%20University%20Logo.jpg,n/a,192,,False,False,n/a,101+,101+,101+,n/a,n/a,51+,101+,101+,51+,n/a,2,1.6,7,n/a,n/a,2.5,5.7,18.8,12.3
University of Al-Qadisiyah,/universities/university-al-qadisiyah,Asia,Iraq,Al Diwaniyah,https://www.topuniversities.com/sites/default/files/university-of-qadisiyah_592560e29988f300e23212fd_small.jpg,n/a,193,,False,False,101+,101+,101+,101+,n/a,n/a,51+,98,81,51+,1.7,9.2,15.2,1.7,n/a,n/a,2.9,21.3,26.5,2.2
"University of Science & Technology, Yemen",/universities/university-science-technology-yemen,Asia,Yemen,Aden,https://www.topuniversities.com/sites/default/files/university-of-science-technology-yemen_592560cf2aeae70239af5473_small.jpg,n/a,194,,False,False,101+,101+,101+,86,101+,76,51+,101+,101+,51+,1,3.4,8.3,24.9,1.7,14.2,6.2,14.8,1,13.3
Université 8 Mai 1945 – Guelma,/universities/universite-8-mai-1945-guelma,Africa,Algeria,Guelma,https://www.topuniversities.com/sites/default/files/221210120307pm475642logo-48x48.jpg,n/a,195,,False,False,n/a,101+,101+,101+,101+,101+,51+,94,101+,51+,n/a,9.9,12.3,19.4,1.1,1.8,1.8,22.1,18.2,2.8
University of Laghouat,/universities/university-laghouat,Africa,Algeria,M'kam/Laghouat,https://www.topuniversities.com/sites/default/files/221210052828pm948369uatl-logo-48x48.jpg,n/a,196,,False,False,101+,101+,101+,101+,101+,101+,51+,16,101+,n/a,9.9,10.6,12.3,4.7,1.1,1.6,1.5,90.4,2.2,n/a
Université Badji Mokhtar - Annaba,/universities/universite-badji-mokhtar-annaba,Africa,Algeria,Annaba,https://www.topuniversities.com/sites/default/files/Logo-QS-2-48x48.jpg,n/a,197,,False,False,n/a,71,101+,101+,101+,101+,51+,101+,101+,51+,n/a,29.3,14.4,6.4,1.2,4.4,5.3,12.1,9.2,5.1
Université Libanaise Internationale,/universities/universite-libanaise-internationale,Africa,Lebanon,Beirut,https://www.topuniversities.com/sites/default/files/LIU%20Logo.jpg,n/a,198,,False,False,n/a,101+,101+,101+,n/a,n/a,51+,101+,101+,51+,n/a,3.6,1.9,9.7,n/a,n/a,9.3,10.2,5.3,13.4
Université Mohammed Premier  UMP,/universities/universite-mohammed-premier-ump,Africa,Morocco,Oujda,https://www.topuniversities.com/sites/default/files/universit-mohammed-premier-ump_592560e49988f300e232173c_small.jpg,n/a,199,,False,False,n/a,70,30,101+,n/a,n/a,51+,101+,101+,51+,n/a,29.3,54.6,4,n/a,n/a,4,8.2,1,2.8
Université de Bejaia,/universities/universite-de-bejaia,Africa,Algeria,Béjaïa,https://www.topuniversities.com/sites/default/files/universit-de-bejaia_592560e29988f300e2321267_small.jpg,n/a,200,,False,False,101+,101+,101+,101+,n/a,101+,51+,101+,101+,51+,1,8.6,8,11.6,n/a,1.6,7,19.4,10.1,2.6
Université de Gabès,/universities/universite-de-gabes,Africa,Tunisia,Gabès,https://www.topuniversities.com/sites/default/files/universit-de-gabs_592560e39988f300e2321665_small.jpg,n/a,201,,False,False,n/a,101+,26,101+,n/a,n/a,51+,101+,101+,51+,n/a,14,64.8,18.9,n/a,n/a,4.5,4.9,5.1,3.5
University Mohamed Boudiaf of M'Sila,/universities/university-mohamed-boudiaf-msila,Africa,Algeria,M'sila,https://www.topuniversities.com/sites/default/files/logo-univmsila-3-48x48.jpg,n/a,202,,False,False,101+,101+,101+,101+,101+,101+,51+,35,101+,n/a,1,5.6,8.4,4.3,1.4,3,4.4,64.3,5.8,n/a
The World Islamic Sciences and Education University (WISE),/universities/world-islamic-sciences-education-university-wise,Asia,Jordan,Amman,https://www.topuniversities.com/sites/default/files/the-world-islamic-sciences-and-education-university_592560e39988f300e2321372_small.jpg,n/a,203,,False,False,22,101+,101+,101+,101+,75,51+,101+,101+,51+,89.3,2.1,5,1.6,5.7,14.5,4.5,6.6,2.6,2.3
Al-Aqsa University,/universities/al-aqsa-university,Asia,Palestinian Territories,Gaza,https://www.topuniversities.com/sites/default/files/httpswww.alaqsa.edu.ps_592560e49988f300e2321796_small.jpg,n/a,204,,False,False,93,101+,101+,42,101+,101+,51+,101+,101+,51+,18.3,2.5,2.5,51.9,3.4,3.2,3.7,10.1,1.2,1
Al-Muthanna University,/universities/al-muthanna-university,Asia,Iraq,Samawah,https://www.topuniversities.com/sites/default/files/Logo-3-48x48.jpg,n/a,205,,False,False,101+,101+,101+,101+,101+,101+,51+,101+,101+,51+,1,2.9,14.1,2.2,2.3,1.1,3.2,9,6.5,2.5
Lebanese French University Iraq,/universities/lebanese-french-university-iraq,Asia,Iraq,Irbil,https://www.topuniversities.com/sites/default/files/220304071449am565050fev0sSfaHnstLdHaBwvg-48x48.jpg,n/a,206,,False,False,n/a,101+,36,101+,n/a,n/a,51+,101+,101+,51+,n/a,1.9,47.7,5.5,n/a,n/a,2.6,8.4,1.1,2.6
Irbid National University,/universities/irbid-national-university,Asia,Jordan,Irbid,https://www.topuniversities.com/sites/default/files/221014121632pm800104%D8%AC%D8%A7%D9%85%D8%B9%D8%A9-%D8%A7%D8%B1%D8%A8%D8%AF-%D8%A7%D9%84%D8%A7%D9%87%D9%84%D9%8A%D8%A9-48x48.jpg,n/a,207,,False,False,101+,101+,101+,101+,101+,82,51+,101+,101+,51+,1.2,3,9.7,2.9,2.8,11.6,4.3,5.7,3.2,3.8
National University Sudan,/universities/national-university-sudan,Africa,Sudan,Khartoum,https://www.topuniversities.com/sites/default/files/231206103644am381607logo-48x48.jpg,n/a,208,,False,False,101+,101+,101+,n/a,101+,96,51+,101+,101+,51+,1,1.1,1.7,n/a,2.2,8.2,4.5,4.5,16.5,1.7
Northern Technical University Iraq,/universities/northern-technical-university-iraq,Asia,Iraq,Mosul,https://www.topuniversities.com/sites/default/files/northern-technical-university-iraq_5c8780875c52f3048f39abf1_small.jpg,n/a,209,,False,False,101+,101+,101+,101+,101+,101+,51+,101+,101+,51+,1,7.9,10.8,3.5,1.1,1.1,5.6,11.1,2.3,4.9
Omar Al Mukhtar University,/universities/omar-al-mukhtar-university,Africa,Libya,Al Bayda,https://www.topuniversities.com/sites/default/files/Omar.jpg,n/a,210,,False,False,n/a,101+,n/a,101+,n/a,n/a,51+,101+,n/a,51+,n/a,5.6,n/a,7.5,n/a,n/a,3.2,10.1,n/a,11.8
Sana'a University,/universities/sanaa-university,Asia,Yemen,Sana'a,https://www.topuniversities.com/sites/default/files/Sana%27a%20University%20Logo.jpg,n/a,211,,False,False,n/a,101+,101+,101+,n/a,n/a,51+,101+,101+,51+,n/a,7,3.8,17.2,n/a,n/a,3.7,7,1.4,12.3
Sebha University,/universities/sebha-university,Africa,Libya,Sebha,https://www.topuniversities.com/sites/default/files/220126051102am890445%D8%B4%D8%B9%D8%A7%D8%B1-1%D8%A7%D9%84%D8%AC%D8%A7%D9%85%D8%B9%D8%A9.jpg-1-48x48.jpg,n/a,212,,False,False,n/a,101+,101+,72,70,100,51+,101+,101+,51+,n/a,2.7,3.1,32.4,22.5,7.8,2.4,9.6,2.1,1.5
Thamar University,/universities/thamar-university,Asia,Yemen,Dhamar,https://www.topuniversities.com/sites/default/files/221014120823pm143754pageHeaderTitleImage-en-US-48x48.jpg,n/a,213,,False,False,n/a,101+,101+,75,n/a,n/a,51+,101+,101+,51+,n/a,2.5,5,29,n/a,n/a,2.7,4.6,2.4,4.6
University of Aleppo,/universities/university-aleppo,Asia,Syria,Aleppo,https://www.topuniversities.com/sites/default/files/Aleppo%20University%20Logo.jpg,n/a,214,,False,False,n/a,101+,n/a,101+,n/a,n/a,51+,101+,n/a,51+,n/a,3.2,n/a,7.7,n/a,n/a,6.5,6.5,n/a,9.5
University of Bahri,/universities/university-bahri,Africa,Sudan,Alkadroo,https://www.topuniversities.com/sites/default/files/231012114910am118357download--10--48x48.jpg,n/a,215,,False,False,n/a,101+,101+,101+,n/a,n/a,51+,101+,101+,51+,n/a,1.5,2.4,17,n/a,n/a,3.7,5.8,3.7,5.6
University of Gezira,/universities/university-gezira,Africa,Sudan,Wad Madani,https://www.topuniversities.com/sites/default/files/Gezira.jpg,n/a,216,,False,False,n/a,101+,101+,89,n/a,n/a,51+,101+,101+,51+,n/a,8.7,4.5,23.8,n/a,n/a,5,8.8,2,4.6
University of Kirkuk,/universities/university-kirkuk,Asia,Iraq,Kirkuk,https://www.topuniversities.com/sites/default/files/university-of-kirkuk_592560cf2aeae70239af5a01_small.jpg,n/a,217,,False,False,101+,101+,101+,101+,101+,101+,51+,101+,101+,51+,1,4.2,6.3,1.1,1.1,1,5.4,12.5,2.9,7.3
University of Thi-Qar,/universities/thiqar-university,Asia,Iraq,Nasiriyah,https://www.topuniversities.com/sites/default/files/thiqar-university_592560e09988f300e2320be5_small.jpg,n/a,218,,False,False,101+,101+,101+,101+,n/a,n/a,51+,101+,101+,51+,2,4.1,11.6,1.5,n/a,n/a,2.3,10.3,8.6,3.2
Université Abdelmalek Essaadi,/universities/universite-abdelmalek-essaadi,Africa,Morocco,Tétouan,https://www.topuniversities.com/sites/default/files/Universit%C3%A9%20Abdelmalek%20Essaadi%20University%20logo.jpg,n/a,219,,False,False,n/a,101+,42,101+,n/a,n/a,51+,101+,101+,51+,n/a,15.9,42.9,3.5,n/a,n/a,4,11.2,1,1.6
University of Oum El Bouaghi,/universities/university-oum-el-bouaghi,Africa,Algeria,Oum El Bouaghi,https://www.topuniversities.com/sites/default/files/230105053412pm706603Logo-48x48.jpg,n/a,220,,False,False,80,101+,101+,101+,n/a,101+,51+,101+,101+,51+,29.1,6.5,9.7,2.6,n/a,1.1,2.5,11.9,8.5,2.8
University of M'Hamed Bougara Boumerdes,/universities/university-mhamed-bougara-boumerdes,Africa,Algeria,Boumerdes,https://www.topuniversities.com/sites/default/files/university-of-mhamed-bougara-boumerdes_592560e29988f300e23212cb_small.jpg,n/a,221,,False,False,101+,101+,101+,101+,101+,101+,51+,101+,101+,51+,1,7.2,11.9,8.9,1,1.9,3.2,15.6,4.3,2
Universite d'Oran,/universities/universit-doran,Africa,Algeria,Oran,https://www.topuniversities.com/sites/default/files/211007111623am482869doran-48x48.jpg,n/a,222,,False,False,n/a,101+,101+,101+,n/a,n/a,51+,72,101+,51+,n/a,4.8,13,4.7,n/a,n/a,2.8,30.4,4.1,2.4
Wasit University,/universities/wasit-university,Asia,Iraq,Kut,https://www.topuniversities.com/sites/default/files/221222103659pm299636download-48x48.jpg,n/a,223,,False,False,101+,101+,101+,101+,n/a,n/a,51+,101+,101+,51+,8.6,4.6,11.6,5.8,n/a,n/a,3.2,11.8,6.3,3
